,titleID,Authors,Journal,publisher,year,cited_num,cites_per_year,date,cited_num_mod,cites_per_year_mod
8387,"Benzodiazepine prescribing for children, adolescents, and young adults from 2006 through 2013: a total population register-linkage study","Anna Sidorchuk, Kayoko Isomura, Yasmina Molero, Clara Hellner, Paul Lichtenstein, Zheng Chang, Johan Franck, Lorena Fernández de la Cruz, David Mataix-Cols",PLoS medicine,Public Library of Science,2018,20,7.635983263598327,2018-08-07,21,8.017782426778243
8388,"The contribution of alcohol use and other behavioural, material, and social factors to socioeconomic differences in alcohol‐related disorders in a Swedish cohort","Lovisa Sydén, Anna Sidorchuk, Pia Mäkelä, Jonas Landberg",Addiction,couldnt find,2017,20,5.910931174089068,2017-11-01,21,6.206477732793522
8390,Cannabis use and risk of lung cancer: a 40-year cohort study of Swedish menAnna Sidorchuk,"RC Callaghan, P Allebeck, A Sidorchuk",European Journal of Public Health,Oxford University Press,2014,9,1.390770533446232,2014-10-01,10,1.5453005927180354
8391,Genetic and environmental sources of familial coaggregation of obsessive− compulsive disorder and suicidal behavior: a population-based birth cohort and family study,"Anna Sidorchuk, Ralf Kuja-Halkola, Bo Runeson, Paul Lichtenstein, Henrik Larsson, Christian Rück, Brian M D’Onofrio, David Mataix-Cols, Lorena Fernández de la Cruz",Molecular psychiatry,Nature Publishing Group,2019,7,3.5884831460674156,2019-04-08,8,4.1011235955056184
8392,Opioid-related deaths and previous care for drug use and pain relief in Sweden,"Anna Fugelstad, Ingmar Thiblin, Lars Age Johansson, Gunnar Ågren, Anna Sidorchuk",Drug and alcohol dependence,Elsevier,2019,5,3.0569514237855944,2019-08-01,6,3.6683417085427132
8393,"Social class, social mobility and alcohol-related disorders in Swedish men and women: A study of four generations","Anna Sidorchuk, Anna Goodman, Ilona Koupil",PloS one,Public Library of Science,2018,4,1.2920353982300885,2018-02-14,5,1.6150442477876106
8395,Much more than just shyness: The impact of social anxiety disorder on educational performance across the lifespan,"Alba Vilaplana-Pérez, Ana Pérez-Vigil, Anna Sidorchuk, Gustaf Brander, Kayoko Isomura, Eva Hesselmark, Ralf Kuja-Halkola, Henrik Larsson, David Mataix-Cols, Lorena Fernández de la Cruz",Psychological medicine,Cambridge University Press,2020,3,2.5,2020-01-07,4,3.3333333333333335
8396,Serious transport accidents in tourette syndrome or chronic tic disorder,"David Mataix‐Cols, Gustaf Brander, Zheng Chang, Henrik Larsson, Brian M D'Onofrio, Paul Lichtenstein, Anna Sidorchuk, Lorena Fernández de la Cruz",Movement disorders,"John Wiley & Sons, Inc.",2021,2,9.358974358974358,2021-01-01,3,14.038461538461538
8397,Association of primary humoral immunodeficiencies with psychiatric disorders and suicidal behavior and the role of autoimmune diseases,"Josef Isung, Kyle Williams, Kayoko Isomura, Caroline Gromark, Eva Hesselmark, Paul Lichtenstein, Henrik Larsson, Lorena Fernández de la Cruz, Anna Sidorchuk, David Mataix-Cols",JAMA psychiatry,American Medical Association,2020,2,5.251798561151079,2020-11-01,3,7.877697841726619
8398,Association of chronic and acute inflammation of the mucosa-associated lymphoid tissue with psychiatric disorders and suicidal behavior,"Josef Isung, Kayoko Isomura, Catarina Almqvist, Paul Lichtenstein, Henrik Larsson, Tomas Wester, Christian Rück, Lorena Fernández de la Cruz, Anna Sidorchuk, David Mataix-Cols",Translational psychiatry,Nature Publishing Group,2019,2,1.3153153153153152,2019-09-12,3,1.9729729729729728
8399,Alcohol consumption trajectories and self-rated health: findings from the Stockholm Public Health Cohort,"Katalin Gémes, Jette Moeller, Karin Engström, Anna Sidorchuk",BMJ open,[HTML] from bmj.com,2019,2,1.2227805695142377,2019-08-01,3,1.8341708542713566
8400,"Association of Tourette syndrome and chronic tic disorder with subsequent risk of alcohol-or drug-related disorders, criminal convictions, and death: a population-based family …","Suvi Virtanen, Anna Sidorchuk, Lorena Fernández de la Cruz, Gustaf Brander, Paul Lichtenstein, Antti Latvala, David Mataix-Cols",Biological Psychiatry,Elsevier,2021,1,11.06060606060606,2021-02-15,2,22.12121212121212
8401,Risk of specific cardiovascular diseases in obsessive-compulsive disorder,"Kayoko Isomura, Anna Sidorchuk, Gustaf Brander, Tomas Jernberg, Andreas Rück, Huan Song, Unnur A Valdimarsdóttir, Paul Lichtenstein, Henrik Larsson, Christian Rück, David Mataix-Cols, Lorena Fernández de la Cruz",Journal of Psychiatric Research,Pergamon,2021,0,0.0,2021-03-01,1,19.210526315789473
8402,Assessment of Posttraumatic Stress Disorder and Educational Achievement in Sweden,"Alba Vilaplana-Pérez, Anna Sidorchuk, Ana Pérez-Vigil, Gustaf Brander, Kayoko Isoumura, Eva Hesselmark, Laura Sevilla-Cermeño, Unnur A Valdimarsdóttir, Huan Song, Andreas Jangmo, Ralf Kuja-Halkola, Brian M D’Onofrio, Henrik Larsson, Gemma Garcia-Soriano, David Mataix-Cols, Lorena Fernández de la Cruz",JAMA network open,American Medical Association,2020,0,0.0,2020-12-01,1,3.3486238532110093
8403,Will the COVID-19 pandemic lead to a tsunami of suicides? A Swedish nationwide analysis of historical and 2020 data,"Christian Ruck, David Mataix-Cols, Kinda Malki, Mats Adler, Oskar Flygare, Bo Runeson, Anna Sidorchuk",medRxiv,Cold Spring Harbor Laboratory Press,2020,0,0.0,2020-01-01,1,0.822072072072072
8405,Does mental health promotion in students have sustainable effects? Regina Winzer,"Regina Winzer, L Lindberg, A Sidorchuk, K Guldbrandsson",The European Journal of Public Health,Oxford University Press,2016,0,0.0,2016-11-01,1,0.22812500000000002
8406,"Social class, social mobility and alcohol-related disorders in four generations of Swedish familiesAnna Sidorchuk","Anna Sidorchuk, Anna Goodman, Ilona Koupil",European Journal of Public Health,Oxford University Press,2016,0,0.0,2016-11-01,1,0.22812500000000002
8407,Alcohol use in adolescence and risk of disability pension 20-40 years later in Sweden: What role does socioeconomic position play? Emilie Agardh,"EE Agardh, A Romelsjö, T Hemmingsson, P Allebeck, A Sidorchuk",European Journal of Public Health,Oxford University Press,2013,0,0.0,2013-10-01,1,0.13384671800513384
8414,The production of pigments & hydrogen through a Spirogyra sp. biorefinery,"R Pacheco, Ana F Ferreira, T Pinto, Beatriz P Nobre, David Loureiro, Patrícia Moura, Luisa Gouveia, Carla M Silva",Energy Conversion and Management,Pergamon,2015,47,7.557268722466961,2015-01-01,48,7.71806167400881
8415,Measurement of the shear properties of clear wood by the Arcan test,"Jose Xavier, Marcelo Oliveira, Jose Morais, Tiago Pinto",Holzforschung,De Gruyter,2009,47,3.89709223080418,2009-03-01,48,3.980009086778737
8416,"Nasopharyngeal carriage, serotype distribution and antimicrobial resistance of Streptococcus pneumoniae among children from Brazil before the introduction of the 10-valent …","Felipe Piedade Gonçalves Neves, Tatiana Castro Abreu Pinto, Mariane Alves Corrêa, Roberta dos Anjos Barreto, Laís de Souza Gouveia Moreira, Havana Gomes Rodrigues, Claudete Araújo Cardoso, Rosana Rocha Barros, Lúcia Martins Teixeira",BMC infectious diseases,BioMed Central,2013,43,5.887096774193548,2013-12-01,44,6.024006001500375
8417,Distribution of serotypes and evaluation of antimicrobial susceptibility among human and bovine Streptococcus agalactiae strains isolated in Brazil between 1980 and 2006,"Tatiana Castro Abreu Pinto, Natália Silva Costa, Aline Rosa Vianna Souza, Ligia Guedes da Silva, Ana Beatriz de Almeida Corrêa, Flavio Gimenis Fernandes, Ivi Cristina Menezes Oliveira, Marcos Corrêa de Mattos, Alexandre Soares Rosado, Leslie Claude Benchetrit",Brazilian Journal of Infectious Diseases,The Brazilian Journal of Infectious Diseases and Contexto Publishing,2013,38,4.766323024054983,2013-04-01,39,4.891752577319588
8420,AI in power systems and energy markets,"Carlos Ramos, Chen-Ching Liu",IEEE Intelligent Systems,IEEE,2011,28,2.8177557209815274,2011-04-15,29,2.9183898538737245
8421,Production and storage of biohydrogen during sequential batch fermentation of Spirogyra hydrolyzate by Clostridium butyricum,"Joana Ortigueira, Tiago Pinto, Luísa Gouveia, Patrícia Moura",Energy,Pergamon,2015,24,4.256559766763848,2015-08-01,25,4.433916423712342
8423,Energy flexibility management based on predictive dispatch model of domestic energy management system,"Amin Shokri Gazafroudi, Francisco Prieto-Castrillo, Tiago Pinto, Javier Prieto, Juan Manuel Corchado, Javier Bajo",Energies,Multidisciplinary Digital Publishing Institute,2017,14,3.942901234567901,2017-09-01,15,4.224537037037037
8425,Adaptive entropy-based learning with dynamic artificial neural network,"Tiago Pinto, Hugo Morais, Juan Manuel Corchado",Neurocomputing,Elsevier,2019,13,6.7882689556509295,2019-04-21,14,7.310443490701001
8426,Conjugative transfer of resistance determinants among human and bovine Streptococcus agalactiae,"Tatiana Castro Abreu Pinto, Natália Silva Costa, Ana Beatriz de Almeida Corrêa, Ivi Cristina Menezes de Oliveira, Marcos Correa de Mattos, Alexandre Soares Rosado, Leslie Claude Benchetrit",Brazilian Journal of Microbiology,SBM,2014,12,1.8311036789297659,2014-09-01,13,1.983695652173913
8429,A perspective on the potential zoonotic role of Streptococcus agalactiae: searching for a missing link in alternative transmission routes,"Ana CN Botelho, Ana FM Ferreira, Sergio EL Fracalanzza, Lucia M Teixeira, Tatiana CA Pinto",Frontiers in microbiology,Frontiers,2018,10,3.3547794117647056,2018-03-28,11,3.690257352941176
8430,Image segmentation using watershed and normalized cuts,"MAG Carvalho, ACB Ferreira, TW Pinto, RM Cesar Jr","Proc. of 22th Conference on Graphics, Patterns and Images (SIBGRAPI)",couldnt find,2009,10,0.8182021968168572,2009-01-01,11,0.900022416498543
8431,Total testosterone level in postmenopausal women with dry eye,"Maria Cecília Barros Duarte, Natércia Trindade Pinto, Hamilton Moreira, Ana Tereza Ramos Moreira, Daniel Wasilewski",Arquivos brasileiros de oftalmologia,Conselho Brasileiro de Oftalmologia,2007,10,0.724062685975005,2007-06-01,11,0.7964689545725054
8432,DivulgaMicro: A Brazilian Initiative To Empower Early-Career Scientists with Science Communication Skills,"Laura Maria Andrade Oliveira, Maria Letícia Bonatelli, Tatiana Castro Abreu Pinto",Journal of microbiology & biology education,American Society for Microbiology (ASM),2019,7,3.1582200247218792,2019-01-01,8,3.609394313967862
8434,Pe no Breque-preven-tion of STD/HIV among truck drivers in the city of Sao Paulo-Brazil,"LH Passador, JL Guirao, TC Pinto, CA Barreiros, E Feitosa",AIDS,couldnt find,1998,6,0.2582851751385776,1998-01-01,7,0.3013327043283406
8436,Strategic participation in competitive electricity markets: Internal versus sectorial data analysis,"Tiago Pinto, Francisco Falcão-Reis",International Journal of Electrical Power & Energy Systems,Elsevier,2019,4,2.218844984802432,2019-06-01,5,2.7735562310030395
8438,A new multivariate similarity factor for in vitro therapeutic equivalence assessment,"Marcus Augusto Lyrio Traple, Rog&erio Takao Okamoto, Rosa Noriko Yamamoto, Terezinha de Jesus Andreoli Pinto, Felipe Rebello Lourenço",African Journal of Pharmacy and Pharmacology,Academic Journals,2014,4,0.5637065637065637,2014-02-15,5,0.7046332046332047
8440,"Evolution of Penicillin Non-susceptibility Among Streptococcus pneumoniae Isolates Recovered From Asymptomatic Carriage and Invasive Disease Over 25 years in Brazil, 1990–2014","Tatiana Castro Abreu Pinto, Felipe Piedade Gonçalves Neves, Aline Rosa Vianna Souza, Laura Maria Andrade Oliveira, Natália Silva Costa, Luciana Fundão Souza Castro, Cláudia Rezende de Vieira Mendonça-Souza, José Mauro Peralta, Lúcia Martins Teixeira",Frontiers in microbiology,Frontiers,2019,3,1.4857530529172323,2019-03-14,4,1.9810040705563094
8441,Applying a new concept of corrosion protection in the presence of water: hydrojetting application–effectiveness lab test,"Mario Celso Genovez, Luiz Henrique Araujo, Tiago Dinis Pinto, Radim Hrdina",Anti-Corrosion Methods and Materials,Emerald Publishing Limited,2017,3,0.712426805465192,2017-01-03,4,0.9499024072869227
8442,New concept of corrosion protection in the presence of water: V-active VCI. Concept and application,"Mário Celso Genovez, Luiz Henrique Araújo, Tiago Dinis Pinto, Radim Hrdina",Anti-Corrosion Methods and Materials,Emerald Group Publishing Limited,2015,3,0.4832303618711386,2015-01-05,4,0.6443071491615181
8443,Complications in endothelial keratoplasty performed by cornea fellows,"Nicolas Cesário Pereira, Mônica Araújo, Natércia Trindade Pinto, Pedro Bertino Moreira, GA Rocha, Gustavo Souza Moura, LB Sousa",Arquivos brasileiros de oftalmologia,couldnt find,2013,3,0.40154015401540155,2013-10-01,4,0.5353868720205354
8444,Naphthotriazole derivatives: Synthesis and fluorescence properties,"Ana MF Oliveira-Campos, Lígia M Rodrigues, Ana P Esteves, Marília E Silva, Aravind Sivasubramanian, Radim Hrdina, Graça MB Soares, Tiago AD Pinto, Oldrich Machalicky",Dyes and Pigments,Elsevier,2010,3,0.2887658227848101,2010-11-01,4,0.3850210970464135
8447,Image Segmentation Using Watershed and Normalized Cut,"Marco Antonio Garcia de Carvalho, Tiago William Pinto, Anselmo Castelo Branco Ferreira, Roberto Marcondes César Júnior","Proceedings of the SIBIGRAPI, Gramado, Brazil",couldnt find,2010,2,0.17822265625,2010-01-01,3,0.267333984375
8454,Giant bandgap renormalization and excitonic effects in a monolayer transition metal dichalcogenide semiconductor,"Aaron Bradley, Miguel M Ugeda, Su-Fei Shi, Felipe H da Jornada, Yi Zhang, Diana Y Qiu, Wei Ruan, Sung-Kwan Mo, Zahid Hussain, Zhi-Xun Shen, Feng Wang, Steven G Louie, Michael F Crommie",APS March Meeting Abstracts,couldnt find,2015,2,0.3301673450927182,2015-03-01,3,0.4952510176390773
8455,Optical spectrum of MoS 2: many-body effects and diversity of exciton states,"Diana Y Qiu, H Felipe, Steven G Louie",Physical review letters,American Physical Society,2013,1187,161.84348150915204,2013-11-20,1188,161.9798281658573
8456,Direct Observation of Layer-Dependent Electronic Structure in Phosphorene,"and F. Wang L. Li, J. Kim, C. Jin, G. Ye, D.Y. Qiu, F. H. da Jornada, Z. Shi, L. Chen, Z. Zhang, F. Yang, K. Watanabe, T. Taniguchi, W. Ren, S. G. Louie, X. Chen, Y. Zhang",Nat. Nanotechnol.,couldnt find,2016,425,81.43044619422572,2016-01-01,426,81.62204724409449
8457,Evolution of interlayer coupling in twisted molybdenum disulfide bilayers,"Kaihui Liu, Liming Zhang, Ting Cao, Chenhao Jin, Diana Qiu, Qin Zhou, Alex Zettl, Peidong Yang, Steve G Louie, Feng Wang",Nature communications,Nature Publishing Group,2014,425,65.31578947368422,2014-09-18,426,65.46947368421053
8458,Screening and many-body effects in two-dimensional crystals: Monolayer,"Diana Y Qiu, H Felipe, Steven G Louie",Physical Review B,American Physical Society,2016,177,37.25778546712803,2016-06-20,178,37.46828143021915
8459,"Nonanalyticity, valley quantum phases, and lightlike exciton dispersion in monolayer transition metal dichalcogenides: theory and first-principles calculations","Diana Y Qiu, Ting Cao, Steven G Louie",Physical review letters,American Physical Society,2015,144,26.572295247724973,2015-10-20,145,26.756825075834175
8460,High thermoelectric power factor in two-dimensional crystals of,"Kedar Hippalgaonkar, Ying Wang, Yu Ye, Diana Y Qiu, Hanyu Zhu, Yuan Wang, Joel Moore, Steven G Louie, Xiang Zhang",Physical Review B,American Physical Society,2017,126,31.116373477672532,2017-03-03,127,31.363328822733422
8461,Probing the Role of Interlayer Coupling and Coulomb Interactions on Electronic Structure in Few-Layer MoSe2 Nanostructures,"Aaron J Bradley, Miguel M. Ugeda, Felipe H da Jornada, Diana Y Qiu, Wei Ruan, Yi Zhang, Sebastian Wickenburg, Alexander Riss, Jiong Lu, Sung-Kwan Mo, Zahid Hussain, Zhi-Xun Shen, Steven G Louie, Michael F Crommie",Nano letters,American Chemical Society,2015,107,17.972848596410493,2015-04-08,108,18.140819144040496
8462,Probing electric field control of magnetism using ferromagnetic resonance,"Ziyao Zhou, Morgan Trassin, Ya Gao, Yuan Gao, Diana Qiu, Khalid Ashraf, Tianxiang Nan, Xi Yang, Samuel R Bowden, Daniel T Pierce, Mark D Stiles, John Unguris, Ming Liu, Brandon M Howe, Gail J Brown, Sayeef Salahuddin, Ramamoorthy Ramesh, Nian X Sun",Nature communications,Nature Publishing Group,2015,97,15.791703835860838,2015-01-29,98,15.95450490633363
8463,Identifying substitutional oxygen as a prolific point defect in monolayer transition metal dichalcogenides,"Sara Barja, Sivan Refaely-Abramson, Bruno Schuler, Diana Y Qiu, Artem Pulkin, Sebastian Wickenburg, Hyejin Ryu, Miguel M Ugeda, Christoph Kastl, Christopher Chen, Choongyu Hwang, Adam Schwartzberg, Shaul Aloni, Sung-Kwan Mo, D Frank Ogletree, Michael F Crommie, Oleg V Yazyev, Steven G Louie, Jeffrey B Neaton, Alexander Weber-Bargioni",Nature communications,Nature Publishing Group,2019,88,53.53333333333334,2019-07-29,89,54.14166666666667
8464,"Environmental screening effects in 2D materials: renormalization of the bandgap, electronic structure, and optical spectra of few-layer black phosphorus","Diana Y Qiu, Felipe H da Jornada, Steven G Louie",Nano letters,American Chemical Society,2017,87,24.075056861258528,2017-08-09,88,24.351781652767247
8465,Large Spin-Orbit Splitting of Deep In-Gap Defect States of Engineered Sulfur Vacancies in Monolayer,"Bruno Schuler, Diana Y Qiu, Sivan Refaely-Abramson, Christoph Kastl, Christopher T Chen, Sara Barja, Roland J Koch, D Frank Ogletree, Shaul Aloni, Adam M Schwartzberg, Jeffrey B Neaton, Steven G Louie, Alexander Weber-Bargioni",Physical review letters,American Physical Society,2019,57,35.56410256410256,2019-08-13,58,36.18803418803419
8466,Defect-induced modification of low-lying excitons and valley selectivity in monolayer transition metal dichalcogenides,"Sivan Refaely-Abramson, Diana Y Qiu, Steven G Louie, Jeffrey B Neaton",Physical review letters,American Physical Society,2018,52,21.42212189616253,2018-10-16,53,21.834085778781038
8467,Gate switchable transport and optical anisotropy in 90 twisted bilayer black phosphorus,"Ting Cao, Zhenglu Li, Diana Y Qiu, Steven G Louie",Nano letters,American Chemical Society,2016,47,10.409587378640776,2016-09-14,48,10.631067961165048
8468,Nonuniform sampling schemes of the Brillouin zone for many-electron perturbation-theory calculations in reduced dimensionality,"H Felipe, Diana Y Qiu, Steven G Louie",Physical Review B,American Physical Society,2017,39,9.261548471047496,2017-01-03,40,9.499024072869226
8469,Nature of magnetic domains in an exchange coupled BiFeO3/CoFe heterostructure,"DY Qiu, K Ashraf, S Salahuddin",Applied Physics Letters,American Institute of Physics,2013,32,3.9945280437756496,2013-03-18,33,4.119357045143639
8470,Orbital symmetry and the optical response of single-layer MX monochalcogenides,"Gabriel Antonius, Diana Y Qiu, Steven G Louie",Nano letters,American Chemical Society,2018,25,8.125556544968832,2018-02-21,26,8.450578806767586
8471,Noise and recording properties of barium-ferrite particulate media studied by micromagnetic modeling,"Pierre-Olivier Jubert, Brian Biskeborn, Diana Qiu, Ayako Matsumoto, Hitoshi Noguchi, Osamu Shimizu",IEEE Transactions on Magnetics,IEEE,2010,17,1.6406663141195135,2010-11-11,18,1.7371760973030141
8472,Dynamics of Symmetry-Breaking Stacking Boundaries in Bilayer MoS2,"Aiming Yan, Chin Shen Ong, Diana Y Qiu, Colin Ophus, Jim Ciston, Christian Merino, Steven G Louie, Alex Zettl",The Journal of Physical Chemistry C,American Chemical Society,2017,13,3.7808764940239046,2017-10-12,14,4.0717131474103585
8473,Engineered Unique Elastic Modes at a Interface,"DP Kumah, M Dogan, JH Ngai, D Qiu, Z Zhang, D Su, ED Specht, S Ismail-Beigi, CH Ahn, FJ Walker",Physical review letters,American Physical Society,2016,13,2.5802066340402394,2016-03-07,14,2.77868406742795
8474,Pyrene-stabilized acenes as intermolecular singlet fission candidates: importance of exciton wave-function convergence,"Xingyu Liu, Rithwik Tom, Xiaopeng Wang, Cameron Cook, Bohdan Schatschneider, Noa Marom",Journal of Physics: Condensed Matter,IOP Publishing,2020,5,4.451219512195122,2020-02-04,6,5.341463414634146
8475,Exciton shift currents: DC conduction with sub-bandgap photo excitations,"Y-H Chan, Diana Y Qiu, Felipe H da Jornada, Steven G Louie",arXiv preprint arXiv:1904.12813,couldnt find,2019,5,2.6410998552821994,2019-04-29,6,3.1693198263386395
8476,The bright side of defects in MoS and WS and a generalizable chemical treatment protocol for defect passivation,"Hope M Bretscher, Zhaojun Li, James Xiao, Diana Y Qiu, Sivan Refaely-Abramson, Jack Alexander-Webber, Arelo OA Tanoh, Ye Fan, Géraud Delport, Cyan Williams, Samuel D Stranks, Stephan Hofmann, Jeffrey B Neaton, Steven G Louie, Akshay Rao",arXiv preprint arXiv:2002.03956,couldnt find,2020,3,2.710396039603961,2020-02-10,4,3.6138613861386144
8478,"Optical Spectrum of MoS2: Many-Body Effects and Diversity of Exciton States (vol 111, 216805, 2013)","Diana Y Qiu, Felipe H da Jornada, Steven G Louie",PHYSICAL REVIEW LETTERS,AMER PHYSICAL SOC,2015,2,0.3615651312530956,2015-09-09,3,0.5423476968796435
8479,Excitation pathways in resonant inelastic x-ray scattering of solids,"Christian Vorwerk, Francesco Sottile, Claudia Draxl",Physical Review Research,American Physical Society,2020,1,2.225609756097561,2020-10-07,2,4.451219512195122
8480,Comparison of band structure to semiempirical approach for an FeSe monolayer,"Diana Y Qiu, Sinisa Coh, Marvin L Cohen, Steven G Louie",Physical Review B,American Physical Society,2020,1,1.3468634686346865,2020-06-22,2,2.693726937269373
8481,Signatures of Dimensionality and Symmetry in Exciton Bandstructure: Consequences for Time-Evolution,"Diana Y Qiu, Galit Cohen, Dana Novichkova, Sivan Refaely-Abramson",arXiv preprint arXiv:2103.07514,couldnt find,2021,0,0.0,2021-03-12,1,45.625
8482,Electrical control of anisotropic and tightly bound excitons in bilayer phosphorene,"Sangho Yoon, Taeho Kim, Seung-Young Seo, Seung-Hyun Shin, Su-Beom Song, BJ Kim, Kenji Watanabe, Takashi Taniguchi, Gil-Ho Lee, Moon-Ho Jo, Diana Y Qiu, Jonghwan Kim",Physical Review B,American Physical Society,2021,0,0.0,2021-01-27,1,7.019230769230769
8483,Solving the Bethe-Salpeter equation on a subspace: Approximations and consequences for low-dimensional materials,"Diana Y Qiu, H Felipe, Steven G Louie",Physical Review B,American Physical Society,2021,0,0.0,2021-01-01,1,4.679487179487179
8484,Exciton bandstructure in carbon nanotubes from many-body perturbation theory,"Dana Novichkova, Diana Qiu, Sivan Refaely-Abramson",Bulletin of the American Physical Society,American Physical Society,2020,0,0.0,2020-03-03,1,0.955497382198953
8485,Solving the Bethe-Salpeter Equation on a Subspace: Approximations and Consequences for Band-Edge and Core-Level Excitons in Quasi Low-dimensional Materials,"Diana Qiu, Felipe da Jornada, Steven Louie",Bulletin of the American Physical Society,American Physical Society,2020,0,0.0,2020-03-03,1,0.955497382198953
8486,Substrate-Induced Dynamical Anti-Screening of Excitons in Quasi-2D Materials: Renormalization of Quasiparticle and Optical Excitations,"Chin Shen Ong, Felipe da Jornada, Diana Qiu, Steven Louie",Bulletin of the American Physical Society,American Physical Society,2020,0,0.0,2020-03-02,1,0.9530026109660574
8487,"Substrate Renormalization of Quasiparticle Band Gaps, Exciton Binding Energies and Transport Properties of Quasi-2D Materials","Chin Shen Ong, Felipe Da Jornada, Diana Qiu, Steven Louie",APS March Meeting Abstracts,couldnt find,2019,0,0.0,2019-01-01,1,0.45117428924598274
8488,First-principles studies of the electronic structure and photophysics of monolayer WS2 with point defects,"Jun-Ho Lee, Sivan Refaely-Abramson, Diana Qiu, Bruno Schuler, Katherine Cochrane, Alexander Weber-Bargioni, Steven Louie, Jeffrey Neaton",APS March Meeting Abstracts,couldnt find,2019,0,0.0,2019-01-01,1,0.45117428924598274
8489,"Homologous recombination and human health: the roles of BRCA1, BRCA2, and associated proteins","Rohit Prakash, Yu Zhang, Weiran Feng, Maria Jasin",Cold Spring Harbor perspectives in biology,[PDF] from cshlp.org,2015,440,73.6697247706422,2015-04-01,441,73.83715596330275
8491,BRCA2 suppresses replication stress-induced mitotic and G1 abnormalities through homologous recombination,"Weiran Feng, Maria Jasin",Nature communications,Nature Publishing Group,2017,76,21.60436137071651,2017-09-13,77,21.888629283489095
8492,CRISPR-Cas9–guided oncogenic chromosomal translocations with conditional fusion protein expression in human mesenchymal cells,"Fabio Vanoli, Mark Tomishima, Weiran Feng, Khadija Lamribet, Loelia Babin, Erika Brunet, Maria Jasin",Proceedings of the National Academy of Sciences,[PDF] from pnas.org,2017,35,8.834716459197788,2017-04-04,36,9.08713692946058
8493,Homologous recombination and replication fork protection: BRCA2 and more!,"Weiran Feng, Maria Jasin",Cold Spring Harbor symposia on quantitative biology,Cold Spring Harbor Laboratory Press,2017,29,6.877842755035737,2017-01-01,30,7.115009746588695
8495,53BP1 nuclear body-marked replication stress in a human mammary cell model of BRCA2 deficiency,"Weiran Feng, Maria Jasin",bioRxiv,Cold Spring Harbor Laboratory,2018,0,0.0,2018-01-01,1,0.31090289608177174
8496,Multijunction Si photocathodes with tunable photovoltages from 2.0 V to 2.8 V for light induced water splitting,"Félix Urbain, Vladimir Smirnov, Jan-Philipp Becker, Andreas Lambertz, Florent Yang, Jürgen Ziegler, Bernhard Kaiser, Wolfram Jaegermann, Uwe Rau, Friedhelm Finger",Energy & environmental science,Royal Society of Chemistry,2016,100,19.16010498687664,2016-01-01,101,19.35170603674541
8497,Upscaling of integrated photoelectrochemical water-splitting devices to large areas,"Bugra Turan, Jan-Philipp Becker, Félix Urbain, Friedhelm Finger, Uwe Rau, Stefan Haas",Nature communications,Nature Publishing Group,2016,75,16.540785498489427,2016-09-07,76,16.761329305135952
8498,A prototype reactor for highly selective solar-driven CO 2 reduction to synthesis gas using nanosized earth-abundant catalysts and silicon photovoltaics,"Félix Urbain, Pengyi Tang, Nina M Carretero, Teresa Andreu, Luis G Gerling, Cristobal Voz, Jordi Arbiol, Joan Ramon Morante",Energy & Environmental Science,Royal Society of Chemistry,2017,71,16.83885640025991,2017-01-01,72,17.076023391812868
8499,Application and modeling of an integrated amorphous silicon tandem based device for solar water splitting,"Félix Urbain, Vladimir Smirnov, Jan-Philipp Becker, Uwe Rau, Jürgen Ziegler, Bernhard Kaiser, Wolfram Jaegermann, Friedhelm Finger",Solar Energy Materials and Solar Cells,North-Holland,2015,45,8.103108041440553,2015-09-01,46,8.28317710902812
8500,Development of thin film amorphous silicon tandem junction based photocathodes providing high open-circuit voltages for hydrogen production,"F Urbain, K Wilken, V Smirnov, O Astakhov, A Lambertz, J-P Becker, U Rau, J Ziegler, B Kaiser, W Jaegermann, F Finger",International journal of photoenergy,Hindawi,2014,43,5.956356736242884,2014-01-01,44,6.094876660341556
8501,a-Si: H/µc-Si: H tandem junction based photocathodes with high open-circuit voltage for efficient hydrogen production,"Félix Urbain, Vladimir Smirnov, Jan-Philipp Becker, Uwe Rau, Friedhelm Finger, Jürgen Ziegler, Bernhard Kaiser, Wolfram Jaegermann",Journal of materials research,Cambridge University Press,2014,42,6.576576576576577,2014-11-01,43,6.733161733161733
8502,A modular device for large area integrated photoelectrochemical water-splitting as a versatile tool to evaluate photoabsorbers and catalysts,"J-P Becker, B Turan, V Smirnov, K Welter, F Urbain, Johannes Wolff, S Haas, F Finger",Journal of Materials Chemistry A,Royal Society of Chemistry,2017,33,7.826510721247564,2017-01-01,34,8.06367771280052
8503,Light-induced degradation of adapted quadruple junction thin film silicon solar cells for photoelectrochemical water splitting,"Félix Urbain, Vladimir Smirnov, Jan-Philipp Becker, Andreas Lambertz, Uwe Rau, Friedhelm Finger",Solar Energy Materials and Solar Cells,North-Holland,2016,30,5.843116328708645,2016-02-01,31,6.037886872998933
8504,Photoelectrochemical and Photovoltaic Characteristics of Amorphous‐Silicon‐Based Tandem Cells as Photocathodes for Water Splitting,"Jürgen Ziegler, Bernhard Kaiser, Wolfram Jaegermann, Félix Urbain, Jan‐Philipp Becker, Vladimir Smirnov, Friedhelm Finger",ChemPhysChem,WILEY‐VCH Verlag,2014,25,3.989943156974202,2014-12-15,26,4.14954088325317
